Id,單價元平方公尺
629,140793.66269175278
630,116534.7055877024
631,187805.48867249186
632,220561.6986355229
633,133173.30675294792
634,140991.46366716418
635,145510.21413336473
636,123852.57793146707
637,320915.4267817808
638,135409.8976796613
639,130250.93840029105
640,135348.9590274365
641,166151.3452746351
642,124867.73328008418
643,161787.4526160169
644,143692.46086376722
645,168343.11305967727
646,138781.16935564342
647,138528.12567046194
648,124118.46145065755
649,126786.12651316158
650,264485.9066589053
651,165813.38551162873
652,152635.58161002814
653,138536.0766489303
654,137774.93578429442
655,166204.20839935576
656,229749.11264255716
657,190676.1654127048
658,187670.66865915715
659,164861.09907031493
660,201791.7729694825
661,195104.39663015548
662,121586.63657341572
663,138677.10445229392
664,134094.0191756218
665,164938.76853298716
666,102073.81557803374
667,166435.90052660365
668,112006.73327375273
669,128244.28848297836
670,165053.45360331444
671,145603.31530081466
672,143265.7363730841
673,184473.17071832865
674,135905.13123543098
675,196933.23260108574
676,207842.65257095147
677,202034.18366879827
678,173935.52536591087
679,157847.45083211656
680,138252.02737501662
681,132064.97192226324
682,122920.05912778218
683,298681.71249027306
684,178718.8186421085
685,245902.08151754798
686,177874.31347846877
687,271074.729903114
688,219752.47708483745
689,136445.12463801965
690,96234.42926469038
691,118353.56443048842
692,190390.38882956924
693,196900.50676786216
694,154033.99177744277
695,127190.82115532644
696,118345.03966959316
697,211738.61382294472
698,218391.3669944602
699,177511.70315372795
700,217803.09448909276
701,188084.02759361567
702,134986.106486994
703,133633.80776012488
704,165086.92429733902
705,191857.47267261829
706,139391.48540814742
707,194654.31352620068
708,214197.59294887263
709,206785.08152133328
710,87119.07874719899
711,131842.52396915358
712,143133.7998667754
713,191002.16097330226
714,96292.56273905709
715,100368.7941634111
716,131984.61495508472
717,133186.56337540122
718,144894.26110673803
719,254375.5304537211
720,108826.67653921296
721,168943.62657425282
722,172421.12726690498
723,91785.25001759361
724,129271.54662925386
725,202450.01228604975
726,171191.0749197142
727,127141.90514737528
728,189070.07512867317
729,178709.2187732512
730,115897.42513028593
731,205523.0717842192
732,228922.71534488964
733,116383.54613516279
734,165996.62822481667
735,136030.64569745763
736,159875.86441853413
737,107422.75540912192
738,165990.0780596256
739,152457.49111340553
740,131506.29804848335
741,160002.6988393741
742,239703.12998039598
743,93000.36841957038
744,104148.64247099697
745,192953.84773561216
746,214665.1045648927
747,179083.76811720757
748,144662.0989090141
749,142207.51530883886
750,153872.17317339094
751,176831.96378150446
752,119367.87030612634
753,162969.36593760518
754,194418.9977751201
755,212861.60925740705
756,222573.22215184208
757,199494.37749633903
758,175109.7832896822
759,224763.63765427683
760,109283.35186290751
761,199197.45966076895
762,51327.841559370485
763,173669.10064008154
764,212830.05275019337
765,133426.1004598346
766,112276.08260008218
767,241680.29615511635
768,180132.99888537917
769,152555.21566164412
770,140843.46036183584
771,198411.44468612518
772,170797.75143548942
773,163066.9597654824
774,127165.11181493328
775,116498.05130207838
776,123928.15256941837
777,181438.38392638374
778,153841.43424265322
779,139166.84236156175
780,138946.23818798253
781,102758.19724208058
782,151042.53654077018
783,129628.02599020992
784,216924.3118064572
785,202220.23696135308
786,194122.71584419344
787,139060.678728567
788,80878.22150388086
789,161559.88700551476
790,149398.46098909134
791,182204.20258575238
792,284991.42671423475
793,132516.527393684
794,93945.70934999443
795,231342.71389948853
796,117659.87068896418
797,107961.16461093053
798,200035.2088598409
799,256272.6113464048
800,84840.47924656076
801,124260.97991171989
802,149320.91629481368
803,125402.08710839262
804,157233.5299802292
805,103759.9605817724
806,284695.8121814827
807,101930.08278063682
808,264835.20050701324
809,110369.25449234268
810,162274.1656698992
811,264974.2791770083
812,123414.57360227781
813,298459.2390496748
814,241104.3388738068
815,213089.97066426993
816,139759.08417043605
817,155133.2320952624
818,112095.8312651938
819,266521.4603013395
820,191754.2610044752
821,167783.14934633402
822,203567.5060128628
823,164781.76739142378
824,111639.9313433555
825,152448.24180241232
826,150928.22823476352
827,160622.37237789188
828,117838.30711860993
829,140374.88280051367
830,238463.84170043314
831,162001.5344578099
832,177032.3518109517
833,206822.48258842682
834,215949.33142310212
835,87771.37148621143
836,234671.0807009555
837,176375.66771967403
838,136112.5898182048
839,149766.87534296117
840,161276.85079925894
841,175259.6942046103
842,198792.66879197882
843,115500.09734815505
844,164847.7088256165
845,146878.08479593403
846,125434.27279472203
847,133595.14954965468
848,144760.0363594306
849,264274.2753657949
850,144872.97842296146
851,124373.63710849246
852,224985.19296547066
853,108471.51588968227
854,214029.27241319072
855,161065.28123063038
856,100034.56503303014
857,236484.9862934997
858,123236.0064994292
859,156620.23695454982
860,245350.32188441584
861,80940.62979489725
862,173310.61829748764
863,157753.2905768491
864,176116.79172690766
865,234754.83237444767
866,167903.01972120485
867,213000.42087686065
868,264223.29404390696
869,165943.70263821384
870,117022.52494270416
871,224705.91588555675
872,116787.13411625949
873,157217.12159662557
874,107746.35526281792
875,132692.66092989736
876,165677.48880387304
877,191608.87181325743
878,240704.95983182854
879,126990.04573426882
880,123941.30571964083
881,98414.8573794456
882,163593.20808231932
883,190530.3495940677
884,156746.22854309872
885,160725.23185164997
886,209613.2484282461
887,142705.65562955028
888,138137.9575043872
889,228121.32109388916
890,139142.13873436683
891,224045.68428182797
892,141593.87874253685
893,113427.67883549078
894,89568.63779238792
895,134571.24506309847
896,110401.74146682376
897,88230.5479028284
898,84756.16499784107
899,203179.41512149092
900,91559.55555744012
901,199478.07615310114
902,133667.29057294334
903,275304.2084533138
904,181088.20113152737
905,170468.73646526804
906,117401.13575445901
907,171986.48004840812
908,103869.36085819473
909,144322.25907661862
910,201609.4643890592
911,185610.9494882723
912,180758.7095377679
913,147078.3233719199
914,115441.220340656
915,157140.30339461225
916,200529.2076016979
917,173463.13530857518
918,150822.5495954247
919,127454.402572447
920,163690.23377814423
921,115387.91575678592
922,167325.41294287104
923,121586.9999878621
924,195809.24642574633
925,185155.12069934935
926,162577.7556027384
927,175792.65691243575
928,214481.6516877349
929,134009.34975271265
930,259168.9305002224
931,68857.56956206844
932,148252.24600876635
933,130213.99765695413
934,141905.79584109716
935,167551.85960744225
936,128338.86249556384
937,174443.40740206002
938,147742.165233187
939,170197.70439875903
940,161651.751497532
941,109933.72464013414
942,115567.28397519988
943,248627.94645464976
944,124118.17887150784
945,140562.19044008254
946,135243.66314239075
947,165598.53245998183
948,175769.50026793734
949,254683.9262894274
950,93335.33662140106
951,124891.8754232144
952,131642.32449464648
953,127779.81649452701
954,210934.01076925508
955,163806.25053857153
956,105150.87857517166
957,207001.04386166632
958,110210.55367662797
959,180342.79875691453
960,106487.48227962904
961,107424.31404715244
962,184555.12503071132
963,210380.8847538503
964,77991.0289474543
965,185423.06657109564
966,153772.88320467278
967,156959.07574623058
968,122971.32866257612
969,194647.27465807818
970,187317.62590322705
971,207626.91791609002
972,174961.8293864304
973,135403.94859948035
974,100523.66430582647
975,155990.2757867563
976,233519.148763467
977,110017.34407743753
978,116539.59330804492
979,252520.55646067907
980,142911.81202507755
981,179422.78064111678
982,262217.4939536039
983,190178.38027198837
984,217716.23740197977
985,77411.33329888976
986,157417.66740760521
987,118442.33054126738
988,199503.13114719308
989,264914.0805446998
990,218658.3789453112
991,75506.99878516997
992,183115.98665161678
993,162486.40784883758
994,122377.24295920439
995,106439.06664699342
996,309323.33137164894
997,104684.16795814203
998,120283.15580342812
999,89845.66040295901
1000,150307.57909726203
1001,208622.76359258022
1002,212337.81885572636
1003,104151.80505556893
1004,203737.21560551657
1005,138655.20940725933
1006,140234.39246883008
1007,169449.70466004362
1008,136313.14705132865
1009,103201.31765142376
1010,138904.1844226782
1011,134775.1480480255
1012,114954.62292840998
1013,226916.66182110098
1014,221272.10298408088
1015,173309.92813793963
1016,119289.50720596817
1017,136527.5000919618
1018,184420.22331394404
1019,146320.15597304047
1020,121191.85827432704
1021,224703.49408635672
1022,212075.12208093927
1023,174991.5645603257
1024,124611.5646577481
1025,141997.33189684016
1026,106217.18856201594
1027,195900.51326757637
1028,203209.26448661656
1029,221183.0267748901
1030,139520.48638706046
1031,205937.83142016316
1032,141697.81733295598
1033,218165.42642881183
1034,117744.02409108746
1035,201363.03525183405
1036,118640.9428868418
1037,191088.303761477
1038,218351.37825152022
1039,168630.46604953712
1040,119125.6135189473
1041,179106.78776493194
1042,272377.6442629171
1043,262577.2372319829
1044,130029.9017697738
1045,123579.31168560896
1046,141545.2710984817
1047,189737.46555760805
1048,183720.22556658887
1049,147661.09580172427
1050,191504.11699796803
1051,139649.09625850577
1052,125717.85311140952
1053,91763.72012229273
1054,251046.84923148333
1055,235649.95226032965
1056,102432.45605565885
1057,175259.76003745155
1058,241310.97762013535
1059,99187.12349496814
1060,227950.92112370065
1061,168514.07862753933
1062,195921.093521674
1063,138960.6837162752
1064,238080.78715471484
1065,129130.5254888642
1066,98538.34407042788
1067,236660.32437301465
1068,146558.66410501974
1069,160422.1133307106
1070,183894.74324978367
1071,163669.50323701973
1072,126458.58913693254
1073,126406.41456124242
1074,153257.3173853952
1075,109255.79616525883
1076,95250.6745264064
1077,224705.39169358587
1078,142653.4756021787
1079,189255.87467389525
1080,267108.3832994887
1081,292769.52710326423
1082,121298.17911021042
1083,206210.01149754517
1084,162748.36783714357
1085,172426.64917649273
1086,148635.40918160675
1087,128772.02595072365
1088,109073.76398296737
1089,178478.24961045285
1090,131436.9356391012
1091,96913.45324567452
1092,149311.47587679268
1093,136091.80487526115
1094,176922.4279849224
1095,117523.02730069516
1096,118565.1461880941
1097,145309.42977938746
1098,156534.6470277449
1099,197556.89363963937
1100,110291.39998872836
1101,85335.04107190762
1102,188613.7621486069
1103,76270.12866349806
1104,152975.13401972517
1105,258277.47991888123
1106,149724.65892128847
1107,134617.29720245145
1108,137251.81198459637
1109,77768.37839894384
1110,134287.69382589916
1111,151697.20712960538
1112,118141.97812951246
1113,177361.46543692373
1114,200390.32747356422
1115,158220.7154060169
1116,246838.3364618223
1117,134826.85631187735
1118,161683.34177541756
1119,212651.79737131062
1120,128890.15858188696
1121,238272.69892148382
1122,107348.5199071325
1123,151850.2153697204
1124,190303.93334856015
1125,141647.02384976228
1126,114998.47563691382
1127,324047.17462024046
1128,140086.4910461887
1129,155579.01255012373
1130,214470.3824351446
1131,140500.09093125502
1132,190892.90712914217
1133,179913.25090538448
1134,126932.60727310533
1135,159885.10057284203
1136,209374.71820996108
1137,171062.55826714807
1138,217466.1665122905
1139,180363.1312220128
1140,224445.56621618915
1141,209450.65542094017
1142,155740.42455263867
1143,127539.97889251244
1144,119976.16689453056
1145,158203.02425642236
1146,253979.78373545836
1147,154307.10750872566
1148,224477.85507939113
1149,193820.0306349906
1150,94848.82958046613
1151,235526.59607688405
1152,228404.66146273026
1153,183025.94224674444
1154,224224.90941043416
1155,156106.28108733863
1156,155639.28144170358
1157,104074.85897529408
1158,153540.47555729264
1159,122957.03652671908
1160,141915.1616945977
1161,118464.95317641096
1162,232316.61569677567
1163,165767.49875584562
1164,221186.16522408777
1165,217834.28990057242
1166,146695.07650467448
1167,250668.82661071324
1168,164659.47179536472
1169,199963.08135031755
1170,225207.82223199788
1171,130173.11913562039
1172,197686.7441483561
1173,228012.19154126357
1174,90854.48123162356
1175,134113.51317808157
1176,235251.48915046477
1177,151427.8000509427
1178,145357.11844600402
1179,189530.58144604487
1180,144631.84319905817
1181,110618.32429690834
1182,314242.3515973176
1183,199925.3376960506
1184,141021.99132411482
1185,142487.0504874792
1186,185544.72175759773
1187,193707.588711036
1188,220938.14897198367
1189,95266.69815489664
1190,238345.96447382678
1191,178197.24529456344
1192,107305.29937820854
1193,205196.6866321046
1194,170088.97136894558
1195,141076.34712737304
1196,218006.88858999647
1197,213972.1009208526
1198,180221.17202234743
1199,172749.30754586912
1200,223092.85533458905
1201,154168.71160455002
1202,218133.669031259
1203,194853.89607054694
1204,106659.14832515674
1205,150129.6522029419
1206,202699.15140652194
1207,121606.26692917905
1208,107862.89202855027
1209,125865.91776852633
1210,192376.4432136005
1211,142741.3088640811
1212,152534.56510183297
1213,186767.45498782196
1214,212274.3715662031
1215,168816.47737323755
1216,121754.63106361439
1217,104622.03937828237
1218,192042.16457028178
1219,138676.3237333365
1220,237211.54407127338
1221,148847.71066352722
1222,128659.29856352363
1223,98527.52740183398
1224,160027.2318321571
1225,165065.57862674314
1226,199750.2007558178
1227,169270.16010501856
1228,183725.33668335332
1229,159748.01450139904
1230,109257.6201721303
1231,119419.40276337054
1232,140627.68489284444
1233,124753.79995637969
1234,138722.19843769874
1235,190232.27828721746
1236,107343.29722982713
1237,145554.4731467303
1238,128355.83609991646
1239,101041.39618115319
1240,156707.01830505667
1241,201034.70603646405
1242,170150.31506706492
1243,155899.35786758122
1244,158656.33651340156
1245,152399.70830367535
1246,113278.71811583231
1247,151471.24408602665
1248,92763.15441600284
1249,108818.2719980542
1250,84757.78561988656
1251,50739.868590394544
1252,138286.7264202841
1253,85243.90411120583
1254,96761.93667697604
1255,111858.55821823621
1256,101422.71821342994
1257,122977.53414792346
1258,120055.73863657287
1259,99103.70447732022
1260,199937.33009374366
1261,126914.37666107572
1262,98519.2897719082
1263,140160.25219044648
1264,142444.64704951333
1265,110220.26688373594
1266,210838.893362587
1267,130095.2628092943
1268,143669.93372658818
1269,171119.28024521866
1270,99628.85834510595
1271,82752.49572257532
1272,118946.86382798984
1273,133511.9347484583
1274,146598.24214205006
1275,192725.17569170662
1276,131885.13081819643
1277,110537.51358800728
1278,100790.92262892412
1279,88696.83935278436
1280,158299.87765420167
1281,153353.30453695107
1282,112459.17344256461
1283,137654.48357305134
1284,166160.39592566024
1285,135938.37699445558
1286,121001.60275064062
1287,134751.38503560898
1288,128034.76924055663
1289,168843.20256818188
1290,114827.90572327375
1291,143151.48979550894
1292,123006.03269879907
1293,108904.99963012277
1294,109464.98641355944
1295,157452.08160187083
1296,144721.08473870473
1297,140581.70927813058
1298,133499.85466662317
1299,159622.452789228
1300,115650.07903156406
1301,82176.48516210783
1302,142458.75776145104
1303,133107.1754546037
1304,187998.37833968448
1305,112885.33750696285
1306,119171.44854925564
1307,149075.84520111358
1308,126083.42141797923
1309,168856.99664394394
1310,185327.08846258026
1311,149631.74178637168
1312,163384.67348919832
1313,130416.12306400976
1314,132046.81127887347
1315,184304.60213618647
1316,134328.34378649254
1317,143539.68920191764
1318,112964.1572553133
1319,107202.03144415325
1320,135036.695240342
1321,223742.6667139907
1322,150023.85026935927
1323,166814.27206254177
1324,118671.48796727372
1325,127655.93262845531
1326,122888.28057683632
1327,161615.82476243106
1328,174769.2458822093
1329,161234.65347300336
1330,134276.5102237812
1331,128611.75727830274
1332,152059.72769981975
1333,133124.41637978537
1334,113342.0211577946
1335,128714.52965995905
1336,178188.3941304529
1337,163996.79354781794
1338,158169.91732853284
1339,112196.22463697288
1340,137169.22035414272
1341,150789.94478999425
1342,174600.91698523238
1343,149586.78497788965
1344,152972.63973134736
1345,108372.89957676333
1346,216416.42662547578
1347,141218.303960948
1348,147394.8701798443
1349,193960.36837494778
1350,117310.46009105109
1351,148750.55620449703
1352,146054.28563108717
1353,172894.60266277616
1354,161020.3071093456
1355,160314.28533156952
1356,163392.97366357147
1357,149837.69650970068
1358,152041.32606810186
1359,156013.67497984567
1360,161820.6848810514
1361,155733.49799460967
1362,126388.3933622289
1363,134872.32487208137
